char,cj,wubi98,wubi86,sijiao,zhengma,terra,bopomofo,flypy,ms,zrm,sogou,abc,ziguang,moqi_aux,xh_aux,zrm_aux,lvl
俗,人金人口,wwwk,wwwk,28268,noj|noo|nooj,su2,ㄙㄨˊ,su,su,su,su,su,su,rg,rk,rg,1.0
俘,人月弓木,web|webg,web|webg,22247,np|npya,fu2,ㄈㄨˊ,fu,fu,fu,fu,fu,fu,rz,rz,rf,1.0
俙,人大大月,wrdh,wqdh,24227,nog|nogl,xi1,ㄒㄧ,xi,xi,xi,xi,xi,xi,rj,rj,rx,3.0
俚,人田土,wjf|wjfg,wjf|wjfg,26215,nkb,li3|li4,ㄌㄧˇ|ㄌㄧˋ,li,li,li,li,li,li,rl,rl,rl,2.0
俛,人弓日山|人尸竹山,wqkq,wqkq,27212,nrjr,fu3|mian3,ㄈㄨˇ|ㄇㄧㄢˇ,fu|mm,fu|mm,fu|mm,fu|mm,fu|mw,fu|mf,re,,rm,
俜,人中田尸,wmgn,wmgn,25227,nkaz,ping1,ㄆㄧㄥ,pk,p;,py,p;,py,p;,rk,rv,rk|rp,3.0
保,人口木,wk|wksy,wk|wksy,26294,njf,bao3,ㄅㄠˇ,bc,bk,bk,bk,bk,bq,rm,rm,rd,1.0
俞,人一月弓,wgej,wgej,80221,oak|oaq|odq|odqk,yu2|shu4,ㄩˊ|ㄕㄨˋ,yu|uu,yu|uu,yu|uu,yu|uu,yu|vu,yu|iu,rd,rd,rd|ry,2.0
俟,人戈人大,wct|wctd,wct|wctd,23284,nzm|nzma,qi2|si4,ㄑㄧˊ|ㄙˋ,qi|si,qi|si,qi|si,qi|si,qi|si,qi|si,ru,ru,ru|ry,2.0
俠,人大人人,wdww,wdww,24288,ngoo,xia2,ㄒㄧㄚˊ,xx,xw,xw,xw,xd,xx,rr,,rj,
信,人卜一口,wy|wyg,wy|wyg,20261,ns|nsv|nsvv,xin4|shen1,ㄒㄧㄣˋ|ㄕㄣ,xb|uf,xn|uf,xn|uf,xn|uf,xc|vf,xy|iw,rk,rk,ry,1.0
俢,人竹水竹|人人大竹,wtet,wtet,27222,nrp|nrpd,xiu1,ㄒㄧㄡ,xq,xq,xq,xq,xr,xj,rp,,rp,
俣,人口一大,wkg|wkgd,wkg|wkgd,26284,nja|njag|njg,yu3,ㄩˇ,yu,yu,yu,yu,yu,yu,rt,rt,rw,2.0
俤,人金弓竹,wuxt,wuxt,28227,nuyz,di4,ㄉㄧˋ,di,di,di,di,di,di,rd,rp,rd,
俥,人十田十,wlh,wlh,25206,nfk,che1|ju1,ㄔㄜ|ㄐㄩ,ie|ju,ie|ju,ie|ju,ie|ju,ee|ju,ae|ju,ri,,ri,
俦,人手大戈,wdtf,wdtf,25240,ncds,chou2,ㄔㄡˊ,iz,ib,ib,ib,eb,az,rc,rc,ru,2.0
俧,人土心|重人土心,wfny,wfny,24231,nbwz,zhi4,ㄓˋ,vi,vi,vi,vi,ai,ui,rx,,rv,
俨,人一廿竹,wgo|wgot,wgo|wgod,21201,nakm|nam,yan3,ㄧㄢˇ,yj,yj,yj,yj,yj,yr,ry,ry,ry,2.0
俩,人一人月,wgmw,wgm|wgmw,21227,na|nal|naoo,lia3|liang3,ㄌㄧㄚˇ|ㄌㄧㄤˇ,lx|ll,lw|ld,lw|ld,lw|ld,ld|lt,lx|lg,rl,rl,rl,1.0
俪,人一月月|重人一月月,wgmy,wgmy,21227,nall,li4,ㄌㄧˋ,li,li,li,li,li,li,rd,rl,rl,2.0
俫,人木廿,wgus,wgoy,25290,nbkv,lai2,ㄌㄞˊ,ld,ll,ll,ll,ll,lp,rl,rl,rl,3.0
俬,人竹木戈,wtcy,wtcy,22230,nmzs,si1,ㄙ,si,si,si,si,si,si,rs,,rs,
俭,人人一一,wwgg,wwgi,28219,no|nob|nobv,jian3,ㄐㄧㄢˇ,jm,jm,jm,jm,jw,jf,rq,ra,ra|rq,1.0
修,人中竹竹|人中人竹,wht|whte,wht|whte,27222,ni|nip|nir|nirp,xiu1,ㄒㄧㄡ,xq,xq,xq,xq,xr,xj,rp,rp,rp,1.0
俯,人戈人戈,wo|wow|wowf,wyw|wywf,20240,nt|ntd|ntn|ntnd,fu3,ㄈㄨˇ,fu,fu,fu,fu,fu,fu,rc,rc,rf,1.0
俰,人竹木口,wtkg,wtkg,26200,nmj,huo4,ㄏㄨㄛˋ,ho,ho,ho,ho,ho,ho,rk,,rh,
俱,人月一金,whw|whwy,whw|whwy,27281,nlo,ju4|ju1,ㄐㄩˋ|ㄐㄩ,ju,ju,ju,ju,ju,ju,rb,rb,rj,1.0
俲,人卜大尸,wure,wuql,24227,nsoy,xiao4,ㄒㄧㄠˋ,xn,xc,xc,xc,xz,xb,rl,,rx,
俳,人中一卜,whd|whdd,wdjd,21211,nkc,pai2,ㄆㄞˊ,pd,pl,pl,pl,pl,pp,rf,rf,rf,2.0
俴,人戈戈,waay,waat,23253,nhhm,jian4,ㄐㄧㄢˋ,jm,jm,jm,jm,jw,jf,rg,,rj,
俵,人手一女,wgey,wgey,25232,ncrh,biao4,ㄅㄧㄠˋ,bn,bc,bc,bc,bz,bb,ry,ry,rb,2.0
俶,人卜火水,whi|whic,whic,27240,nikx,chu4|shu1|ti4,ㄔㄨˋ|ㄕㄨ|ㄊㄧˋ,iu|uu|ti,iu|uu|ti,iu|uu|ti,iu|uu|ti,eu|vu|ti,au|iu|ti,ry,ry,ru,2.0
俷,人月日山,wec|wecn,wecn,27217,nqyi,fei4,ㄈㄟˋ,fw,fz,fz,fz,fq,fk,rb,,rf,
俸,人手大手,wdwg,wdwh,25258,ncb|ncbi,feng4|beng3,ㄈㄥˋ|ㄅㄥˇ,fg|bg,fg|bg,fg|bg,fg|bg,fg|bg,ft|bt,rf,rl,rf,2.0
俹,人一中一,wgfg,wghg,21212,nbz,ya4|ya1,ㄧㄚˋ|ㄧㄚ,ya,ya,ya,ya,ya,ya,ry,,ry,
俺,人大中山|人大中女,wd|wdjn,wdjn,24216,ngk|ngkz|ngz,an3|yan4,ㄢˇ|ㄧㄢˋ,an|yj,oj|yj,an|yj,oj|yj,oj|yj,or|yr,rd,rd,rd|ry,1.0
俻,人竹水田,wtlg,wtlg,27264,nrki,bei4,ㄅㄟˋ,bw,bz,bz,bz,bq,bk,rt,,rb,
俼,人卜戈月,wyce,wyce,20227,nszq,yu4,ㄩˋ,yu,yu,yu,yu,yu,yu,ro,,ry,
俽,人竹中人,wrqw,wrqw,27282,npro,xin1,ㄒㄧㄣ,xb,xn,xn,xn,xc,xy,rq,,rx,
俾,人竹田十,wrt|wrtf,wrt|wrtf,26240,nned,bi3|bi4|bei1|pi4,ㄅㄧˇ|ㄅㄧˋ|ㄅㄟ|ㄆㄧˋ,bi|bw|pi,bi|bz|pi,bi|bz|pi,bi|bz|pi,bi|bq|pi,bi|bk|pi,ru,ru,rb,2.0
俿,人卜心弓|人卜心山,whwn,wham,21217,nih,hu3|chi2,ㄏㄨˇ|ㄔˊ,hu|ii,hu|ii,hu|ii,hu|ii,hu|ei,hu|ai,rj,,rh,
倀,人尸一女,wdey,wdey,21232,ncha,chang1|cheng2|zheng4,ㄔㄤ|ㄔㄥˊ|ㄓㄥˋ,ih|ig|vg,ih|ig|vg,ih|ig|vg,ih|ig|vg,eh|eg|ag,as|at|ut,ri,,ri,
倁,人人大口,wtdk,wtdk,26200,nmj,zhi1,ㄓ,vi,vi,vi,vi,ai,ui,rk,,rv,
倂,人卜十十|重人卜十十,wtgf,wtff,22241,nma|nmae,bing4,ㄅㄧㄥˋ,bk,b;,by,b;,by,b;,rg,,rb,
倃,人竹人口|人竹卜口,wthk,wthk,23264,nrij,jiu4,ㄐㄧㄡˋ,jq,jq,jq,jq,jr,jj,rk,,rj,
倄,人大大月|重人大大月,wrd|wrde,wqde,24227,nogq,yao2,ㄧㄠˊ,yc,yk,yk,yk,yk,yq,ro,,ry,
倅,人卜人十,wywf,wywf,20248,nsoe,cui4|zu2,ㄘㄨㄟˋ|ㄗㄨˊ,cv|zu,cv|zu,cv|zu,cv|zu,cm|zu,cn|zu,ru,,rz,
倆,人一中月,wgmy,wgmy,21227,naoo,lia3|liang3,ㄌㄧㄚˇ|ㄌㄧㄤˇ,lx|ll,lw|ld,lw|ld,lw|ld,ld|lt,lx|lg,rr,,rl,
倇,人十弓山,wpq|wpqb,wpqb,23212,nwry,wan3,ㄨㄢˇ,wj,wj,wj,wj,wj,wr,rv,,rw,
倈,人木人人,wsww,wsww,24298,nfoo,lai2|lai4|lie1,ㄌㄞˊ|ㄌㄞˋ|ㄌㄧㄝ,ld|lp,ll|lx,ll|lx,ll|lx,ll|lx,lp|ld,rl,,rl,
倉,人戈日口,wyvk,wyvk,80267,odxj,cang1|chuang4,ㄘㄤ|ㄔㄨㄤˋ,ch|il,ch|id,ch|id,ch|id,ch|et,cs|ag,rk,,rk,
倊,人金戈心,wwc|wwcn,wwcn,28233,nozw,zong4,ㄗㄨㄥˋ,zs,zs,zs,zs,zs,zh,rx,,rx,
個,人田十口,wld|wldg,wldg,26200,njej,ge4|ge3,ㄍㄜˋ|ㄍㄜˇ,ge,ge,ge,ge,ge,ge,rg,,rg,
倌,人十口口,wpn|wpng,wpn|wpnn,23277,nwy,guan1,ㄍㄨㄢ,gr,gr,gr,gr,gp,gl,rl,rk,rg,2.0
倍,人卜廿口,wuk|wukg,wuk|wukg,20261,nsj,bei4|pei2,ㄅㄟˋ|ㄆㄟˊ,bw|pw,bz|pz,bz|pz,bz|pz,bq|pq,bk|pk,rk,rk,rk|rp,1.0
倎,人廿月金,wmaw,wmaw,25281,nleo,tian3,ㄊㄧㄢˇ,tm,tm,tm,tm,tw,tf,rb,,rd,
倏,人中竹大|人中人大,whtd,whtd,27284,nig|nigs|nir|nis,shu1,ㄕㄨ,uu,uu,uu,uu,vu,iu,rq,rq,rq,2.0
倐,人中竹火|人中人火|重重重人中,whto,whto,27289,niru,shu1,ㄕㄨ,uu,uu,uu,uu,vu,iu,rh,,rh,
們,人日弓,wug,wug,27220,nxd,men5|men4|men2,ㄇㄣ˙|ㄇㄣˋ|ㄇㄣˊ,mf,mf,mf,mf,mf,mw,rm,,rm,
倒,人一土弓,wgc|wgcj,wgc|wgcj,22200,nh|nhk|nhkd,dao4|dao3,ㄉㄠˋ|ㄉㄠˇ,dc,dk,dk,dk,dk,dq,rd,rd,rd,1.0
倓,人火火,wooy,wooy,29289,nuuo,tan2|dan4|tan4,ㄊㄢˊ|ㄉㄢˋ|ㄊㄢˋ,tj|dj,tj|dj,tj|dj,tj|dj,tj|dj,tr|dr,rh,rh,ry,3.0
倔,人尸山山,wnb|wnbm,wnb|wnbm,27272,nxz|nxzz,jue2|jue4,ㄐㄩㄝˊ|ㄐㄩㄝˋ,jt,jt,jt,jt,jm,jn,ri,ri,rq,1.0
倕,人竹十一,wtfa,wtgf,22215,nmeb,chui2|zhui4,ㄔㄨㄟˊ|ㄓㄨㄟˋ,iv|vv,iv|vv,iv|vv,iv|vv,em|am,an|un,rt,ri,ri,3.0
倖,人土廿十,wfu|wfuf,wfuf,24241,nbub,xing4,ㄒㄧㄥˋ,xk,x;,xy,x;,xy,x;,rg,,rx,
倗,人月月,wee|weeg,weeg,27220,nqq,peng2|peng3|ping2,ㄆㄥˊ|ㄆㄥˇ|ㄆㄧㄥˊ,pg|pk,pg|p;,pg|py,pg|p;,pg|py,pt|p;,ro,,rp,
倘,人火月口,wim|wimk,wim|wimk,29227,nkld,tang3|chang2,ㄊㄤˇ|ㄔㄤˊ,th|ih,th|ih,th|ih,th|ih,th|eh,ts|as,rk,rk,ru,1.0
候,人中弓大,wh|whn|whnd,whn|whnd,27284,ni|nixm,hou4,ㄏㄡˋ,hz,hb,hb,hb,hb,hz,ru,ru,ru,1.0
倚,人大一口,wds|wdsk,wds|wdsk,24221,nga|ngaj,yi3|ji1|yi1,ㄧˇ|ㄐㄧ|ㄧ,yi|ji,yi|ji,yi|ji,yi|ji,yi|ji,yi|ji,rk,rk,rq,1.0
倛,人廿一金,wdwy,wadw,24281,nec,qi1|qi2|qi4,ㄑㄧ|ㄑㄧˊ|ㄑㄧˋ,qi,qi,qi,qi,qi,qi,rb,,rq,
倜,人月土口|人月手口,wmf|wmfk,wmf|wmfk,27220,nlb|nlbj,ti4|diao4|zhou1,ㄊㄧˋ|ㄉㄧㄠˋ|ㄓㄡ,ti|dn|vz,ti|dc|vb,ti|dc|vb,ti|dc|vb,ti|dz|ab,ti|db|uz,rk,rk,rv,2.0
倝,十十人,fjwy,fjwy,48400,edeo,gan4,ㄍㄢˋ,gj,gj,gj,gj,gj,gr,ur,,ru|ur,
倞,人卜口火,wyiy,wyiy,20296,nsjk,jing4|liang4,ㄐㄧㄥˋ|ㄌㄧㄤˋ,jk|ll,j;|ld,jy|ld,j;|ld,jy|lt,j;|lg,rx,rx,rj,3.0
借,人廿日,waj|wajg,waj|wajg,24261,nek,jie4,ㄐㄧㄝˋ,jp,jx,jx,jx,jx,jd,ro,ro,rx,1.0
倠,人人土|重人人土,wwyg,wwyg,20215,nni,sui1,ㄙㄨㄟ,sv,sv,sv,sv,sm,sn,rv,,rv,
倡,人日日,wjj|wjjg,wjjg,26260,nkk,chang4|chang1,ㄔㄤˋ|ㄔㄤ,ih,ih,ih,ih,eh,as,ro,ro,ri,1.0
倢,人十中人,wgvh,wgvh,25281,naxi,jie2|qie4,ㄐㄧㄝˊ|ㄑㄧㄝˋ,jp|qp,jx|qx,jx|qx,jx|qx,jx|qx,jd|qd,rz,,rj,
倣,人卜尸大,wyty,wyty,28240,nsmo,fang3,ㄈㄤˇ,fh,fh,fh,fh,fh,fs,rw,,rf,
値,人十月女|重人十月女,wfhn,wfhn,24216,nzel,zhi2,ㄓˊ,vi,vi,vi,vi,ai,ui,rq,,ra|rv,
倥,人十金一,wpw|wpwa,wpw|wpwa,23212,nwbi,kong1|kong3,ㄎㄨㄥ|ㄎㄨㄥˇ,ks,ks,ks,ks,ks,kh,rg,rg,rk,2.0
倦,人火手山,wugb,wud|wudb,29212,nuy|nuyy,juan4,ㄐㄩㄢˋ,jr,jr,jr,jr,jp,jl,rv,rv,rj,1.0
倧,人十一火,wpf|wpfi,wpfi,23291,nwbk,zong1,ㄗㄨㄥ,zs,zs,zs,zs,zs,zh,ru,rx,rz,3.0
倨,人尸十口,wnd|wndg,wnd|wndg,27264,nxe|nxej,ju4,ㄐㄩˋ,ju,ju,ju,ju,ju,ju,rg,rk,rj,2.0
倩,人手一月,wgeg,wgeg,25227,ncq,qian4|qing4,ㄑㄧㄢˋ|ㄑㄧㄥˋ,qm|qk,qm|q;,qm|qy,qm|q;,qw|qy,qf|q;,ro,ro,rq,2.0
倪,人竹難山,we|weq|weqn,wvq|wvqn,27212,nnr|nnrd,ni2|ni4|nie4,ㄋㄧˊ|ㄋㄧˋ|ㄋㄧㄝˋ,ni|np,ni|nx,ni|nx,ni|nx,ni|nx,ni|nd,re,re,re,2.0
倫,人人一月,wwga,wwga,28227,noal,lun2,ㄌㄨㄣˊ,ly,lp,lp,lp,ln,lm,rc,,rl,
倬,人卜日十,whj|whjh,whjh,21246,nie|nik|nike,zhuo1,ㄓㄨㄛ,vo,vo,vo,vo,ao,uo,ru,ru,rv,2.0
倭,人竹木女,wtv|wtvg,wtv|wtvg,22244,nmzm,wo1|wei1|wo3,ㄨㄛ|ㄨㄟ|ㄨㄛˇ,wo|ww,wo|wz,wo|wz,wo|wz,wo|wq,wo|wk,rn,rn,rw,2.0
倮,人田木,wjs|wjsy,wjs|wjsy,26294,nkf,luo3,ㄌㄨㄛˇ,lo,lo,lo,lo,lo,lo,rg,rg,rg,3.0
倯,人木金戈,wsw|wswc,wswc,28232,nfoz,song1,ㄙㄨㄥ,ss,ss,ss,ss,ss,sh,rg,,rs,
倰,人土金水,wfw|wfwt,wfwt,24247,nbor,leng4|ling2,ㄌㄥˋ|ㄌㄧㄥˊ,lg|lk,lg|l;,lg|ly,lg|l;,lg|ly,lt|l;,rw,,rl,
倱,人日心心,wjxx,wjxx,26212,nkrr,hun4,ㄏㄨㄣˋ,hy,hp,hp,hp,hn,hm,rb,,rk,
倲,人木田,wsjg,wgji,25296,nfk,dong1|dong4,ㄉㄨㄥ|ㄉㄨㄥˋ,ds,ds,ds,ds,ds,dh,rd,,rd,
倳,人十中弓,wgkh,wgkh,25207,ndjx,zi4,ㄗˋ,zi,zi,zi,zi,zi,zi,ru,,ru,
倴,人大十廿,wdfa,wdfa,24244,ngee,ben4|ben1,ㄅㄣˋ|ㄅㄣ,bf,bf,bf,bf,bf,bw,rc,rc,rb,3.0
倵,人一心一,wgay,wgah,23240,nah|nahi,wu3,ㄨˇ,wu,wu,wu,wu,wu,wu,rv,,rw,
倶,人月山金,whgw,whgw,26281,nlao,ju4,ㄐㄩˋ,ju,ju,ju,ju,ju,ju,rb,,rb|rj,
倷,人大一火,wdfi,wdfi,24291,ngbk,nai3,ㄋㄞˇ,nd,nl,nl,nl,nl,np,ru,,rn,
倸,人月木,wes|wesy,wesy,22294,npf,cai3,ㄘㄞˇ,cd,cl,cl,cl,cl,cp,rc,,rc,
倹,人人一人|重人人一人,wwgw,wwgw,28286,noj|nojo,jian3,ㄐㄧㄢˇ,jm,jm,jm,jm,jw,jf,rr,,rd|rr,
债,人手一人,wgm|wgmy,wgmy,25282,ncl|nclo,zhai4,ㄓㄞˋ,vd,vl,vl,vl,al,up,rb,rr,rz,1.0
倻,人尸十中,wbbh,wbbh,27227,ncy,ye1,ㄧㄝ,ye,ye,ye,ye,ye,ye,re,re,ry,3.0
值,人十月一,wfh|wfhg,wfhg,24212,nel|nelc,zhi2,ㄓˊ,vi,vi,vi,vi,ai,ui,rq,rq,rv,1.0
倽,人人一口|重人人一口,wwfk,wwfk,28264,nomi,sha4,ㄕㄚˋ,ua,ua,ua,ua,va,ia,rg,,ru,
倾,人心一人,wxd|wxdm,wxd|wxdm,21282,nrg|nrgo,qing1,ㄑㄧㄥ,qk,q;,qy,q;,qy,q;,ry,rr,rq,1.0
倿,人卜廿女,wuv|wuvg,wuvg,20244,nszm,ning4,ㄋㄧㄥˋ,nk,n;,ny,n;,ny,n;,rn,,rq,
偀,人廿中大,wam|wamd,wamd,24285,nelg,ying1,ㄧㄥ,yk,y;,yy,y;,yy,y;,ry,,ry,
偁,人月土月,wem|wemf,wemf,22247,npl|nplb,cheng1,ㄔㄥ,ig,ig,ig,ig,eg,at,rr,rr,rr,3.0
偂,人廿月弓,wuej,wuej,28221,nuq|nuqk,qian2,ㄑㄧㄢˊ,qm,qm,qm,qm,qw,qf,rd,,rq,
偃,人尸日女,wajv,wajv,21214,nhkz|nhz,yan3,ㄧㄢˇ,yj,yj,yj,yj,yj,yr,rn,rn,rn|ry,2.0
偄,人一月大,wdm|wdmd,wdmd,21284,ngg|nggd,ruan3|ru2,ㄖㄨㄢˇ|ㄖㄨˊ,rr|ru,rr|ru,rr|ru,rr|ru,rp|ru,rl|ru,rd,,rd,
偅,人竹十土,wtgf,wtgf,22215,nmkb,zhong4|chong1|tong2,ㄓㄨㄥˋ|ㄔㄨㄥ|ㄊㄨㄥˊ,vs|is|ts,vs|is|ts,vs|is|ts,vs|is|ts,as|es|ts,uh|ah|th,rv,,rv,
偆,人手大日,wdwj,wdwj,25268,nco,chun3,ㄔㄨㄣˇ,iy,ip,ip,ip,en,am,ro,,ri,
假,人口尸水,wnh|wnhc,wnh|wnhc,27247,nx|nxb|nxx|nxxx,jia3|jia4|jie5|xia4|xia2|ge2,ㄐㄧㄚˇ|ㄐㄧㄚˋ|ㄐㄧㄝ˙|ㄒㄧㄚˋ|ㄒㄧㄚˊ|ㄍㄜˊ,jx|jp|xx|ge,jw|jx|xw|ge,jw|jx|xw|ge,jw|jx|xw|ge,jd|jx|xd|ge,jx|jd|xx|ge,ry,ry,rj|ry,1.0
偈,人日心女,wjq|wjqn,wjq|wjqn,26227,nkr|nkry,ji4|jie2|qi4,ㄐㄧˋ|ㄐㄧㄝˊ|ㄑㄧˋ,ji|jp|qi,ji|jx|qi,ji|jx|qi,ji|jx|qi,ji|jx|qi,ji|jd|qi,rr,rv,rh,2.0
偉,人木一手,wnkg,wnhh,24256,nxjm,wei3,ㄨㄟˇ,ww,wz,wz,wz,wq,wk,rf,,rw,
偊,人竹中月,wtky,wtky,22227,nmil,yu3,ㄩˇ,yu,yu,yu,yu,yu,yu,ry,,ry,
偋,人尸廿廿,wnu|wnua,wnua,27241,nxue,bing4|bing3,ㄅㄧㄥˋ|ㄅㄧㄥˇ,bk,b;,by,b;,by,b;,rk,,rp,
偌,人廿大口,wad|wadk,wad|wadk,24264,neg|negj,ruo4|re4,ㄖㄨㄛˋ|ㄖㄜˋ,ro|re,ro|re,ro|re,ro|re,ro|re,ro|re,rk,rk,rr,2.0
偍,人日一人,wjgh,wjgh,26281,nkai,ti2,ㄊㄧˊ,ti,ti,ti,ti,ti,ti,rz,,ru,
偎,人田一女,wl|wlg|wlge,wlge,26232,nkh,wei1,ㄨㄟ,ww,wz,wz,wz,wq,wk,ry,rn,rw,1.0
偏,人竹尸月|人戈尸月|人一尸月,wyna,wyna,23227,nw|nwl|nwld,pian1,ㄆㄧㄢ,pm,pm,pm,pm,pw,pf,rc,rc,rb,1.0
偐,人卜竹竹|人卜大竹,wute,wute,20222,nsmp,yan4,ㄧㄢˋ,yj,yj,yj,yj,yj,yr,rp,,ry,
偑,人竹弓戈,wwt|wwtj,wmtj,27210,nqi,feng1,ㄈㄥ,fg,fg,fg,fg,fg,ft,rf,,rf,
偒,人日一竹,wjgr,wjgr,26227,nkro,tang3|dang4,ㄊㄤˇ|ㄉㄤˋ,th|dh,th|dh,th|dh,th|dh,th|dh,ts|ds,rw,,ry,
偓,人尸一土,wngf,wngf,27214,nxh|nxhb,wo4,ㄨㄛˋ,wo,wo,wo,wo,wo,wo,rt,rt,rw,3.0
偔,人口口尸,wkkn,wkkn,26227,njbz,e4,ㄜˋ,ee,oe,ee,oe,oe,oe,rk,,re,
偕,人心心日,wxx|wxxr,wxxr,22262,nrn|nrrn,xie2|jie1,ㄒㄧㄝˊ|ㄐㄧㄝ,xp|jp,xx|jx,xx|jx,xx|jx,xx|jx,xd|jd,rb,rb,rj,2.0
偖,人十大日,wftj,wftj,24260,nbm,che3,ㄔㄜˇ,ie,ie,ie,ie,ee,ae,ro,,rv,
偗,人火竹山,wit|with,with,29262,nkml,sheng3,ㄕㄥˇ,ug,ug,ug,ug,vg,it,ro,,ru,
偘,人口口口,wkkk,wkkk,26260,njjj,kan3,ㄎㄢˇ,kj,kj,kj,kj,kj,kr,rk,,rp,
偙,人卜月月,wyuh,wuph,20227,nswl,di4,ㄉㄧˋ,di,di,di,di,di,di,rj,,rd,
做,人十口大,wdt|wdty,wdt|wdty,28240,ne|nejm,zuo4,ㄗㄨㄛˋ,zo,zo,zo,zo,zo,zo,rw,rw,rg,1.0
偛,人竹十難|人一十難,wtfe,wtfv,22277,nmnb,cha1,ㄔㄚ,ia,ia,ia,ia,ea,aa,rj,,ri,
停,人卜口弓,wyp|wyps,wyp|wyps,20221,ns|nsa|nswa,ting2,ㄊㄧㄥˊ,tk,t;,ty,t;,ty,t;,rd,rd,rt,1.0
偝,人中心月,wux|wuxe,wuxe,22227,ntrq,bei4,ㄅㄟˋ,bw,bz,bz,bz,bq,bk,ro,,rb,
偞,人心廿木,wans,wans,24294,nezf,xie4|ye4|zha2,ㄒㄧㄝˋ|ㄧㄝˋ|ㄓㄚˊ,xp|ye|va,xx|ye|va,xx|ye|va,xx|ye|va,xx|ye|aa,xd|ye|ua,rm,,rm,
偟,人竹日土,wrgg,wrgg,26214,nnc,huang2,ㄏㄨㄤˊ,hl,hd,hd,hd,ht,hg,rw,,rh,
偠,人一月女|人一田女|重人一月女,wsv|wsvg,wsvg,21244,nfzm,yao3,ㄧㄠˇ,yc,yk,yk,yk,yk,yq,rn,,ry,
偡,人廿一女,wdwn,wadn,24218,nez,zhan4,ㄓㄢˋ,vj,vj,vj,vj,aj,ur,rb,rv,ru,3.0
偢,人竹木火,wtoy,wtoy,29280,nmuo,chou3|qiao4|zou1,ㄔㄡˇ|ㄑㄧㄠˋ|ㄗㄡ,iz|qn|zz,ib|qc|zb,ib|qc|zb,ib|qc|zb,eb|qz|zb,az|qb|zz,rh,,rq,
偣,人卜廿日,wujg,wujg,20261,nsk,yan1,ㄧㄢ,yj,yj,yj,yj,yj,yr,ro,,ry,
偤,人金一田|人廿金田,wusg,wusg,28264,nufd,you2,ㄧㄡˊ,yz,yb,yb,yb,yb,yz,ry,,rq,
健,人弓大手,wv|wvg|wvgp,wvf|wvfp,25240,nyb|nyx|nyxb,jian4,ㄐㄧㄢˋ,jm,jm,jm,jm,jw,jf,ry,rz,rj,1.0
偦,人弓人月|重人弓人月,wnhe,wnhe,27227,nxiq,xu3|xu1,ㄒㄩˇ|ㄒㄩ,xu,xu,xu,xu,xu,xu,ro,,rx,
偧,人大弓弓,wdq|wdqq,wdqq,24227,ngrr,zha1,ㄓㄚ,va,va,va,va,aa,ua,rx,,rd,
偨,人卜心木,whxs,whxs,22294,nirf,ci1,ㄘ,ci,ci,ci,ci,ci,ci,rm,,ri,
偩,人竹尸金|人弓月金|人尸竹金,wqm|wqmy,wqmy,27286,nrlo,fu4,ㄈㄨˋ,fu,fu,fu,fu,fu,fu,rb,,rf,
偪,人一口田,wgkl,wgkl,21266,najk,bi1|fu4,ㄅㄧ|ㄈㄨˋ,bi|fu,bi|fu,bi|fu,bi|fu,bi|fu,bi|fu,rt,,rf|rt,
偫,人竹人戈,wtff,wtff,24241,nobd,zhi4,ㄓˋ,vi,vi,vi,vi,ai,ui,rc,,rd,
偬,人心大心,wqr|wqrn,wqrn,27232,nro|nrsw|nrw,zong3|cong1,ㄗㄨㄥˇ|ㄘㄨㄥ,zs|cs,zs|cs,zs|cs,zs|cs,zs|cs,zh|ch,rx,rx,rc,2.0
偭,人一田中,wdl|wdlf,wdmd,21262,ngjk,mian3,ㄇㄧㄢˇ,mm,mm,mm,mm,mw,mf,rm,rm,rm,3.0
偮,人口尸十,wkb|wkbg,wkbg,26241,njce,ji2,ㄐㄧˊ,ji,ji,ji,ji,ji,ji,re,,re|rq,
偯,人卜口女|重人卜口女,wyey,wyey,20232,nsjr,yi3,ㄧˇ,yi,yi,yi,yi,yi,yi,rk,,ra,
偰,人手竹大,wdhd,wdhd,27284,ncyg,xie4,ㄒㄧㄝˋ,xp,xx,xx,xx,xx,xd,rd,rd,rq,3.0
偱,人竹十山,wrfh,wrfh,22264,npe|npel,xun2,ㄒㄩㄣˊ,xy,xp,xp,xp,xn,xm,ro,,rd,
偲,人田心,wln|wlny,wlny,26230,nkwz,cai1|si1|si3,ㄘㄞ|ㄙ|ㄙˇ,cd|si,cl|si,cl|si,cl|si,cl|si,cp|si,rx,rx,rs,3.0
偳,人山一月,wmd|wmdj,wmdj,22227,nlgl,duan1,ㄉㄨㄢ,dr,dr,dr,dr,dp,dl,re,,re,
側,人月金弓,wmjh,wmjh,22200,nlkd,ce4|ze4|zhai1,ㄘㄜˋ|ㄗㄜˋ|ㄓㄞ,ce|ze|vd,ce|ze|vl,ce|ze|vl,ce|ze|vl,ce|ze|al,ce|ze|up,rd,,rz,
偵,人卜月金,whmy,whmy,21286,nilo,zhen1|zheng1,ㄓㄣ|ㄓㄥ,vf|vg,vf|vg,vf|vg,vf|vg,af|ag,uw|ut,rb,,rv,
偶,人田中月,wjm|wjmy,wjm|wjmy,26227,nklz,ou3,ㄡˇ,ou,ob,ou,ob,ob,oz,rd,ry,ry,1.0
偷,人人一弓,wwgj,wwgj,28221,noa|nok|noqk,tou1,ㄊㄡ,tz,tb,tb,tb,tb,tz,rd,rd,ry,1.0
